14000;107;2.75
20200;97;2.79
10900;117;5.35
13100;45;2.87
18200;117;3.72
19300;81;2.61
11600;57;5.87
13800;68;2.83
11500;46;2.74
18600;26;2.44
10200;107;5.19
20500;121;4.04
18800;44;36.61
13800;110;2.78
14800;111;5.31
12700;111;3.99
14700;79;2.64
13700;106;7.94
11900;67;17.90
12800;80;12.22
15000;30;3.95
13800;22;2.70
10600;75;3.28
15300;37;7.95
17300;112;4.34
15600;82;93.39
11000;109;34.49
20600;102;10.22
13100;37;2.58
15300;82;8.38
16700;106;12.10
16000;58;9.41
17500;98;3.75
16800;30;3.59
20000;48;2.84
18800;71;30.99
19700;111;18.16
16200;55;6.14
11600;101;5.98
13300;74;53.91
17400;79;15.37
19400;33;5.61
13400;5;4.30
17200;92;52.30
11800;41;4.15
20200;105;2.95
20400;97;23.68
19500;32;96.45
18000;109;4.28
13200;21;5.26
15500;71;6.14
14400;17;11.09
20100;60;6.38
18100;104;19.03
18800;96;33.87
19100;66;3.46
17900;46;2.42
19000;1;14.43
16800;91;3.27
16100;50;2.92
19600;20;4.46
17400;115;16.77
11200;10;13.23
14100;18;4.03
19900;59;9.89
19300;12;3.16
13400;112;4.82
14800;36;5.76
13800;49;3.19
17100;26;5.87
15200;115;3.19
16900;35;7.38
11500;48;3.03
16900;17;7.30
14500;124;3.47
19100;116;3.58
18500;10;7.40
17200;78;51.71
13800;93;2.67
18600;101;2.42
20100;73;6.99
12900;63;3.09
14400;115;11.29
17900;108;2.63
20100;85;6.18
11300;5;3.77
17200;61;56.47
19900;123;8.95
12200;50;3.45
12900;61;3.36
13000;1;7.80
19500;51;94.95
13400;33;4.39
12300;110;5.72
15800;69;18.78
15900;113;3.81
10300;52;21.84
18800;18;34.47
18500;10;7.33
13200;72;5.34
16200;23;5.94
14600;6;7.57
18900;53;3.62
11600;59;5.45
15600;99;95.45
17800;12;6.56
17800;29;6.70
13200;104;5.31
15400;112;3.32
12100;97;10.41
14300;26;3.98
14300;16;3.99
20300;9;5.33
11200;18;12.15
19100;16;3.77
12800;124;11.40
16600;63;3.54
14600;115;7.58
19900;7;9.85
17700;36;2.96
11300;90;3.05
12900;3;3.62
10900;37;4.64
15400;41;2.86
13600;81;3.17
21000;78;5.19
18500;36;6.07
17700;33;2.90
13400;80;4.60
12900;77;3.28
16300;117;2.55
15700;51;4.40
18900;68;3.74
18200;62;4.08
16000;45;8.99
13400;23;4.56
14900;80;31.88
19600;123;4.24
15200;116;3.31
12400;29;2.92
18600;4;2.57
17800;28;5.89
18900;39;3.68
16700;17;10.86
12100;6;9.95
16700;32;10.65
16000;50;9.30
12700;47;3.92
13900;10;5.75
16000;10;8.47
13800;73;2.84
18300;106;10.94
19900;41;10.14
16000;49;10.42
18300;104;11.00
15100;16;11.07
11100;3;4.35
14200;53;20.54
18100;86;20.31
17600;84;7.55
20400;56;27.44
18100;67;19.21
12100;40;10.62
17200;17;56.99
18300;28;10.90
15400;40;2.92
11000;14;34.20
15400;79;2.89
14800;94;4.57
12700;117;4.29
20000;55;3.43
17100;116;5.98
11900;78;18.05
15900;89;3.50
13300;98;59.58
11700;94;98.84
18400;100;3.35
17100;106;5.48
11800;124;4.64
11500;50;2.90
19800;104;3.67
16300;44;2.43
13900;66;6.64
19300;14;2.80
18400;95;3.37
18400;24;3.43
12000;83;3.48
16400;75;5.30
10600;122;2.87
17900;99;2.45
14600;36;6.08
13800;12;3.30
12300;83;6.30
11000;97;37.02
11800;46;5.13
12900;122;3.64
11800;79;4.64
11800;97;4.89
10300;40;22.01
18700;105;4.52
18600;21;2.63
13700;94;8.43
14600;117;7.60
13800;51;2.73
20300;10;5.44
19100;8;3.41
13500;96;16.57
18300;47;9.31
15200;42;3.37
18200;87;4.07
12100;58;9.05
11500;47;3.17
19200;53;7.79
12400;14;2.53
17100;16;4.94
20100;90;6.89
19700;45;16.33
12700;88;3.68
11700;19;100.58
15100;20;12.24
14500;69;3.08
17300;65;4.35
18000;10;5.21
17000;37;2.97
15200;43;3.48
19900;108;8.54
14600;88;7.66
17400;45;14.46
13600;75;3.40
12300;15;5.98
15800;30;16.76
16800;86;3.24
14600;54;6.58
13700;12;8.01
19600;83;4.64
13100;78;2.74
18000;100;5.00
15900;67;4.23
13600;41;3.93
19300;53;2.64
16000;29;8.84
15700;80;4.32
10500;85;9.24
12300;87;6.62
18400;19;2.92
15200;79;3.67
17100;113;5.76
14300;125;3.48
10300;79;20.60
15200;97;3.51
13900;121;5.95
10300;14;20.60
17900;50;2.81
19200;102;7.14
12400;37;2.83
19300;47;2.73
14500;108;3.26
20800;69;6.60
12400;108;2.98
11900;53;16.38
19900;11;9.05
19300;116;2.96
19400;76;5.10
11600;28;6.11
19400;55;5.11
12600;125;24.62
17400;117;13.86
20100;75;6.84
20000;104;3.06
15300;108;8.50
19700;112;14.74
11400;32;8.52
16100;29;2.84
20500;111;4.24
13800;57;3.47
12500;73;5.02
12400;64;2.86
15900;122;3.56
16300;37;2.61
16600;125;4.26
20000;30;3.38
13300;86;53.20
16600;19;4.30
16700;78;10.85
15700;120;4.18
15600;114;99.64
17200;16;49.37
20400;96;27.56
16200;119;6.31
15700;25;4.72
19100;86;3.66
20500;34;3.84
13000;54;7.04
19400;47;4.97
12200;78;3.44
12800;91;10.90
15200;93;3.32
10700;24;7.27
11200;70;11.41
17900;17;2.56
20100;16;7.16
20100;9;6.78
13500;7;13.62
16600;82;4.23
14800;104;5.52
14400;81;11.40
13500;71;14.32
15500;7;5.70
14600;13;6.76
17500;67;3.40
12400;101;2.81
18600;115;3.06
12500;113;5.45
17500;106;3.66
12000;122;3.43
13700;91;7.99
14200;42;22.60
11500;19;2.85
12900;27;3.04
17600;44;8.34
12600;45;26.42
16200;108;6.14
15700;8;4.61
15700;28;4.33
15800;81;15.73
18500;57;6.64
11500;37;3.03
20500;50;3.75
17000;103;2.99
19300;80;2.77
13200;86;4.78
10600;42;3.15
15000;41;3.83
19500;11;89.92
16100;45;3.37
12000;56;3.46
12700;55;3.61
13900;73;5.31
11600;44;5.78
11100;30;3.91
13100;34;2.76
14800;62;5.32
11500;96;3.16
20500;42;3.66
20500;43;4.14
11900;63;18.44
13200;99;5.01
18900;116;3.90
12900;66;3.30
13900;12;6.12
13400;82;4.74
15000;93;4.18
16000;12;8.46
13500;49;16.51
15000;61;4.32
14400;42;10.52
11900;47;17.12
11900;96;15.72
18600;85;2.58
12400;69;2.41
13600;48;3.73
19400;103;5.13
19200;78;7.42
19300;86;3.18
13100;89;2.85
11900;97;18.79
18600;106;2.43
19600;43;4.35
15500;95;6.40
11800;65;4.05
18700;42;4.86
11400;99;7.49
14200;109;22.81
13600;47;3.81
11900;23;16.38
16500;24;23.53
13000;102;8.28
17600;125;9.31
20100;93;6.80
18800;108;31.67
15500;33;5.32
10800;7;2.66
17400;67;14.74
20000;30;2.85
19000;104;13.33
11100;16;3.92
12800;90;11.89
16600;35;4.01
11200;4;14.13
17700;74;3.28
16800;34;3.84
15400;41;2.79
16200;112;5.86
11400;29;8.69
12000;38;4.02
17800;18;5.64
16300;68;2.80
17500;45;3.75
16600;56;4.50
19500;68;96.99
10600;106;2.99
15900;101;3.77
16200;98;6.24
14000;124;2.66
20000;35;3.39
14500;46;3.41
12700;29;4.14
13600;11;4.17
18100;21;19.82
11400;100;7.65
12000;122;3.58
13000;97;7.22
11800;23;4.15
18600;8;3.03
14000;63;2.45
15700;116;4.64
20000;22;3.17
20000;74;3.40
15200;63;3.28
13500;72;16.34
17900;37;2.66
15500;82;5.37
13200;64;6.15
19000;26;14.51
13700;98;8.72
18100;57;20.89
18700;92;5.36
18100;112;19.88
13500;62;14.43
14100;112;4.24
15800;12;19.49
16600;21;4.38
15700;32;4.00
17500;69;3.27
20600;117;12.82
14800;79;5.42
12800;20;12.14
15900;94;4.07
12300;117;5.89
15900;17;3.60
19600;31;4.76
18500;106;7.48
13200;81;5.42
